'sample interval','V5','V2'
16385,-0.090,0.045
16386,0.000,0.070
16387,0.315,0.160
16388,0.770,0.460
16389,0.810,0.800
16390,0.445,0.770
16391,0.115,0.475
16392,0.020,0.260
16393,0.075,0.205
16394,0.115,0.195
16395,0.115,0.150
16396,0.085,0.125
16397,0.075,0.115
16398,0.075,0.110
16399,0.085,0.090
16400,0.095,0.085
16401,0.075,0.065
16402,0.050,0.060
16403,0.075,0.055
16404,0.100,0.015
16405,0.120,0.005
16406,0.120,-0.020
16407,0.110,-0.020
16408,0.110,-0.040
16409,0.115,-0.045
16410,0.080,-0.060
16411,0.040,-0.075
16412,0.000,-0.090
16413,-0.030,-0.115
16414,-0.080,-0.125
16415,-0.135,-0.135
16416,-0.210,-0.140
16417,-0.310,-0.160
16418,-0.410,-0.175
16419,-0.470,-0.180
16420,-0.550,-0.190
16421,-0.615,-0.180
16422,-0.680,-0.200
16423,-0.725,-0.230
16424,-0.755,-0.265
16425,-0.770,-0.315
16426,-0.775,-0.340
16427,-0.760,-0.365
16428,-0.735,-0.360
16429,-0.740,-0.385
16430,-0.745,-0.395
16431,-0.745,-0.395
16432,-0.710,-0.400
16433,-0.675,-0.405
16434,-0.665,-0.395
16435,-0.635,-0.400
16436,-0.605,-0.405
16437,-0.535,-0.425
16438,-0.445,-0.435
16439,-0.390,-0.440
16440,-0.340,-0.405
16441,-0.315,-0.395
16442,-0.295,-0.360
16443,-0.290,-0.370
16444,-0.275,-0.340
16445,-0.260,-0.305
16446,-0.255,-0.280
16447,-0.260,-0.250
16448,-0.260,-0.210
16449,-0.280,-0.195
16450,-0.290,-0.150
16451,-0.315,-0.110
16452,-0.310,-0.070
16453,-0.295,-0.065
16454,-0.275,-0.060
16455,-0.275,-0.040
16456,-0.280,-0.020
16457,-0.260,0.005
16458,-0.240,0.005
16459,-0.230,0.010
16460,-0.225,0.010
16461,-0.205,0.005
16462,-0.205,0.005
16463,-0.200,0.015
16464,-0.180,0.015
16465,-0.150,0.020
16466,-0.140,0.000
16467,-0.145,0.010
16468,-0.150,0.005
16469,-0.150,0.005
16470,-0.130,0.015
16471,-0.125,0.020
16472,-0.110,0.010
16473,-0.130,0.005
16474,-0.140,0.000
16475,-0.125,0.025
16476,-0.110,0.040
16477,-0.095,0.035
16478,-0.090,0.030
16479,-0.080,0.025
16480,-0.080,0.025
16481,-0.070,0.015
16482,-0.050,0.045
16483,-0.070,0.035
16484,-0.075,0.035
16485,-0.080,0.025
16486,-0.080,0.015
16487,-0.075,0.040
16488,-0.070,0.055
16489,-0.075,0.045
16490,-0.055,0.045
16491,-0.065,0.040
16492,-0.060,0.045
16493,-0.050,0.045
16494,-0.040,0.065
16495,-0.040,0.065
16496,-0.035,0.070
16497,-0.025,0.060
16498,-0.030,0.060
16499,-0.020,0.075
16500,-0.015,0.075
16501,0.015,0.080
16502,0.010,0.085
16503,0.015,0.090
16504,0.010,0.085
16505,0.020,0.090
16506,0.015,0.100
16507,0.025,0.100
16508,0.005,0.095
16509,-0.015,0.090
16510,-0.025,0.105
16511,0.000,0.120
16512,0.015,0.115
16513,0.025,0.130
16514,0.030,0.115
16515,0.010,0.110
16516,0.005,0.115
16517,0.010,0.125
16518,0.015,0.150
16519,0.015,0.150
16520,0.010,0.150
16521,0.010,0.130
16522,0.020,0.140
16523,0.050,0.160
16524,0.075,0.165
16525,0.090,0.160
16526,0.100,0.140
16527,0.080,0.150
16528,0.055,0.140
16529,0.060,0.155
16530,0.070,0.155
16531,0.075,0.130
16532,0.055,0.125
16533,0.040,0.130
16534,0.025,0.130
16535,0.025,0.140
16536,0.040,0.165
16537,0.035,0.145
16538,0.025,0.135
16539,0.005,0.135
16540,-0.020,0.120
16541,-0.025,0.105
16542,-0.030,0.105
16543,-0.030,0.095
16544,-0.050,0.090
16545,-0.055,0.085
16546,-0.075,0.075
16547,-0.080,0.080
16548,-0.080,0.080
16549,-0.090,0.075
16550,-0.085,0.055
16551,-0.095,0.045
16552,-0.110,0.045
16553,-0.110,0.050
16554,-0.110,0.040
16555,-0.115,0.035
16556,-0.135,0.030
16557,-0.160,0.015
16558,-0.170,0.005
16559,-0.140,0.010
16560,-0.140,0.020
16561,-0.140,0.000
16562,-0.135,-0.005
16563,-0.160,-0.010
16564,-0.175,-0.010
16565,-0.165,0.000
16566,-0.160,0.000
16567,-0.150,-0.010
16568,-0.160,-0.025
16569,-0.170,-0.030
16570,-0.190,-0.030
16571,-0.200,-0.010
16572,-0.160,0.000
16573,-0.170,-0.005
16574,-0.170,-0.020
16575,-0.175,-0.045
16576,-0.195,-0.035
16577,-0.190,-0.035
16578,-0.195,-0.030
16579,-0.185,-0.020
16580,-0.175,-0.035
16581,-0.185,-0.045
16582,-0.205,-0.050
16583,-0.210,-0.035
16584,-0.200,-0.040
16585,-0.185,-0.035
16586,-0.190,-0.045
16587,-0.195,-0.050
16588,-0.200,-0.045
16589,-0.190,-0.050
16590,-0.185,-0.025
16591,-0.185,-0.030
16592,-0.195,-0.055
16593,-0.190,-0.065
16594,-0.205,-0.065
16595,-0.195,-0.040
16596,-0.170,-0.035
16597,-0.155,-0.040
16598,-0.160,-0.060
16599,-0.165,-0.065
16600,-0.185,-0.055
16601,-0.195,-0.050
16602,-0.180,-0.035
16603,-0.170,-0.035
16604,-0.190,-0.035
16605,-0.195,-0.045
16606,-0.200,-0.055
16607,-0.190,-0.060
16608,-0.175,-0.045
16609,-0.190,-0.060
16610,-0.195,-0.060
16611,-0.200,-0.060
16612,-0.215,-0.060
16613,-0.205,-0.055
16614,-0.190,-0.055
16615,-0.205,-0.060
16616,-0.205,-0.065
16617,-0.215,-0.070
16618,-0.225,-0.065
16619,-0.215,-0.060
16620,-0.195,-0.050
16621,-0.215,-0.060
16622,-0.210,-0.080
16623,-0.230,-0.085
16624,-0.250,-0.095
16625,-0.250,-0.080
16626,-0.245,-0.065
16627,-0.240,-0.065
16628,-0.240,-0.070
16629,-0.230,-0.085
16630,-0.220,-0.080
16631,-0.205,-0.080
16632,-0.190,-0.065
16633,-0.190,-0.080
16634,-0.200,-0.080
16635,-0.205,-0.090
16636,-0.220,-0.090
16637,-0.220,-0.080
16638,-0.225,-0.075
16639,-0.230,-0.095
16640,-0.220,-0.095
16641,-0.210,-0.095
16642,-0.230,-0.080
16643,-0.235,-0.080
16644,-0.225,-0.075
16645,-0.220,-0.080
16646,-0.230,-0.085
16647,-0.225,-0.100
16648,-0.255,-0.105
16649,-0.245,-0.090
16650,-0.230,-0.075
16651,-0.230,-0.075
16652,-0.230,-0.095
16653,-0.225,-0.110
16654,-0.225,-0.105
16655,-0.220,-0.095
16656,-0.215,-0.080
16657,-0.220,-0.090
16658,-0.225,-0.085
16659,-0.230,-0.090
16660,-0.225,-0.090
16661,-0.215,-0.100
16662,-0.205,-0.085
16663,-0.180,-0.090
16664,-0.165,-0.075
16665,-0.115,-0.075
16666,0.025,-0.035
16667,0.385,0.030
16668,0.820,0.275
16669,0.805,0.585
16670,0.405,0.605
16671,0.085,0.375
16672,0.010,0.185
16673,0.045,0.130
16674,0.070,0.140
16675,0.035,0.115
16676,-0.005,0.095
16677,-0.030,0.065
16678,-0.035,0.065
16679,-0.030,0.065
16680,-0.025,0.055
16681,-0.030,0.005
16682,-0.040,-0.030
16683,-0.050,-0.050
16684,-0.070,-0.075
16685,-0.075,-0.090
16686,-0.070,-0.090
16687,-0.065,-0.100
16688,-0.105,-0.135
16689,-0.135,-0.155
16690,-0.180,-0.180
16691,-0.200,-0.190
16692,-0.230,-0.190
16693,-0.265,-0.220
16694,-0.310,-0.250
16695,-0.390,-0.270
16696,-0.495,-0.285
16697,-0.575,-0.295
16698,-0.625,-0.285
16699,-0.670,-0.300
16700,-0.730,-0.325
16701,-0.775,-0.365
16702,-0.825,-0.380
16703,-0.840,-0.405
16704,-0.830,-0.425
16705,-0.845,-0.465
16706,-0.875,-0.505
16707,-0.900,-0.530
16708,-0.910,-0.550
16709,-0.915,-0.565
16710,-0.900,-0.605
16711,-0.885,-0.630
16712,-0.875,-0.655
16713,-0.875,-0.685
16714,-0.870,-0.725
16715,-0.815,-0.750
16716,-0.740,-0.765
16717,-0.675,-0.780
16718,-0.620,-0.770
16719,-0.580,-0.750
16720,-0.550,-0.720
16721,-0.485,-0.660
16722,-0.450,-0.615
16723,-0.405,-0.565
16724,-0.380,-0.520
16725,-0.370,-0.470
16726,-0.350,-0.420
16727,-0.335,-0.360
16728,-0.320,-0.325
16729,-0.325,-0.310
16730,-0.310,-0.315
16731,-0.305,-0.290
16732,-0.280,-0.270
16733,-0.275,-0.245
16734,-0.265,-0.235
16735,-0.265,-0.235
16736,-0.270,-0.225
16737,-0.280,-0.210
16738,-0.285,-0.195
16739,-0.275,-0.175
16740,-0.245,-0.145
16741,-0.235,-0.130
16742,-0.220,-0.140
16743,-0.200,-0.130
16744,-0.195,-0.110
16745,-0.180,-0.090
16746,-0.170,-0.070
16747,-0.155,-0.070
16748,-0.150,-0.050
16749,-0.150,-0.050
16750,-0.150,-0.050
16751,-0.135,-0.040
16752,-0.135,-0.015
16753,-0.115,-0.020
16754,-0.125,-0.035
16755,-0.115,-0.035
16756,-0.130,-0.035
16757,-0.120,-0.020
16758,-0.115,-0.010
16759,-0.110,-0.015
16760,-0.105,-0.015
16761,-0.100,-0.015
16762,-0.105,-0.015
16763,-0.105,0.005
16764,-0.095,0.015
16765,-0.070,0.005
16766,-0.075,0.020
16767,-0.070,0.010
16768,-0.070,0.000
16769,-0.060,0.010
16770,-0.065,0.015
16771,-0.050,0.025
16772,-0.060,0.010
16773,-0.065,0.010
16774,-0.075,0.025
16775,-0.060,0.030
16776,-0.045,0.045
16777,-0.040,0.050
16778,-0.050,0.035
16779,-0.055,0.035
16780,-0.050,0.040
16781,-0.060,0.060
16782,-0.045,0.070
16783,-0.030,0.070
16784,-0.035,0.060
16785,-0.040,0.050
16786,-0.050,0.055
16787,-0.040,0.070
16788,-0.025,0.075
16789,-0.015,0.090
16790,-0.015,0.085
16791,-0.010,0.075
16792,-0.015,0.090
16793,-0.010,0.120
16794,-0.005,0.125
16795,0.005,0.120
16796,-0.010,0.125
16797,-0.010,0.120
16798,-0.030,0.130
16799,-0.025,0.140
16800,-0.010,0.160
16801,0.005,0.155
16802,0.010,0.140
16803,0.015,0.145
16804,0.010,0.145
16805,0.010,0.150
16806,0.015,0.160
16807,0.015,0.165
16808,0.010,0.170
16809,0.000,0.165
16810,0.000,0.165
16811,0.010,0.170
16812,0.015,0.185
16813,0.020,0.165
16814,0.020,0.175
16815,0.015,0.160
16816,0.005,0.155
16817,0.000,0.165
16818,0.000,0.170
16819,0.005,0.165
16820,-0.005,0.170
16821,-0.030,0.145
16822,-0.045,0.155
16823,-0.040,0.145
16824,-0.045,0.145
16825,-0.045,0.140
16826,-0.050,0.130
16827,-0.065,0.125
16828,-0.070,0.115
16829,-0.065,0.105
16830,-0.065,0.120
16831,-0.065,0.100
16832,-0.075,0.090
16833,-0.085,0.080
16834,-0.100,0.055
16835,-0.110,0.050
16836,-0.120,0.060
16837,-0.110,0.055
16838,-0.105,0.045
16839,-0.125,0.045
16840,-0.135,0.040
16841,-0.130,0.060
16842,-0.125,0.045
16843,-0.125,0.030
16844,-0.130,0.015
16845,-0.145,0.010
16846,-0.155,-0.005
16847,-0.150,0.000
16848,-0.150,0.010
16849,-0.135,-0.005
16850,-0.150,-0.015
16851,-0.170,-0.020
16852,-0.185,-0.025
16853,-0.165,-0.010
16854,-0.155,-0.015
16855,-0.155,-0.015
16856,-0.155,-0.030
16857,-0.160,-0.050
16858,-0.175,-0.035
16859,-0.160,-0.020
16860,-0.160,-0.010
16861,-0.160,-0.025
16862,-0.165,-0.035
16863,-0.170,-0.050
16864,-0.180,-0.060
16865,-0.180,-0.040
16866,-0.180,-0.035
16867,-0.170,-0.055
16868,-0.180,-0.060
16869,-0.190,-0.075
16870,-0.195,-0.075
16871,-0.190,-0.060
16872,-0.170,-0.055
16873,-0.170,-0.065
16874,-0.180,-0.075
16875,-0.205,-0.090
16876,-0.210,-0.090
16877,-0.200,-0.070
16878,-0.190,-0.055
16879,-0.190,-0.065
16880,-0.205,-0.075
16881,-0.205,-0.075
16882,-0.225,-0.080
16883,-0.210,-0.055
16884,-0.210,-0.050
16885,-0.185,-0.060
16886,-0.185,-0.050
16887,-0.205,-0.075
16888,-0.215,-0.085
16889,-0.210,-0.070
16890,-0.210,-0.070
16891,-0.215,-0.065
16892,-0.220,-0.085
16893,-0.225,-0.085
16894,-0.220,-0.080
16895,-0.225,-0.070
16896,-0.210,-0.070
16897,-0.215,-0.075
16898,-0.220,-0.080
16899,-0.230,-0.095
16900,-0.240,-0.090
16901,-0.245,-0.085
16902,-0.245,-0.070
16903,-0.230,-0.080
16904,-0.250,-0.075
16905,-0.255,-0.095
16906,-0.265,-0.080
16907,-0.275,-0.090
16908,-0.260,-0.080
16909,-0.265,-0.095
16910,-0.260,-0.095
16911,-0.280,-0.110
16912,-0.280,-0.100
16913,-0.270,-0.095
16914,-0.260,-0.075
16915,-0.255,-0.090
16916,-0.260,-0.090
16917,-0.275,-0.100
16918,-0.275,-0.105
16919,-0.265,-0.095
16920,-0.245,-0.080
16921,-0.250,-0.095
16922,-0.260,-0.100
16923,-0.275,-0.110
16924,-0.285,-0.115
16925,-0.285,-0.105
16926,-0.275,-0.095
16927,-0.265,-0.100
16928,-0.280,-0.105
16929,-0.285,-0.115
16930,-0.315,-0.110
16931,-0.305,-0.095
16932,-0.290,-0.100
16933,-0.285,-0.095
16934,-0.290,-0.115
16935,-0.290,-0.120
16936,-0.300,-0.120
16937,-0.300,-0.105
16938,-0.300,-0.095
16939,-0.295,-0.100
16940,-0.295,-0.105
16941,-0.305,-0.115
16942,-0.315,-0.115
16943,-0.330,-0.095
16944,-0.300,-0.085
16945,-0.300,-0.095
16946,-0.305,-0.095
16947,-0.300,-0.090
16948,-0.310,-0.095
16949,-0.285,-0.090
16950,-0.285,-0.095
16951,-0.285,-0.100
16952,-0.305,-0.125
16953,-0.305,-0.130
16954,-0.300,-0.120
16955,-0.285,-0.115
16956,-0.275,-0.110
16957,-0.255,-0.090
16958,-0.250,-0.105
16959,-0.255,-0.100
16960,-0.240,-0.095
16961,-0.200,-0.065
16962,-0.135,-0.040
16963,0.045,0.000
16964,0.420,0.105
16965,0.790,0.355
16966,0.735,0.680
16967,0.330,0.730
16968,0.035,0.470
16969,-0.040,0.225
16970,-0.010,0.125
16971,0.000,0.105
16972,-0.040,0.080
16973,-0.060,0.065
16974,-0.075,0.050
16975,-0.085,0.045
16976,-0.075,0.050
16977,-0.095,0.010
16978,-0.105,-0.005
16979,-0.110,-0.005
16980,-0.105,-0.025
16981,-0.115,-0.060
16982,-0.120,-0.080
16983,-0.130,-0.100
16984,-0.145,-0.100
16985,-0.155,-0.095
16986,-0.155,-0.090
16987,-0.165,-0.110
16988,-0.200,-0.120
16989,-0.240,-0.155
16990,-0.275,-0.165
16991,-0.285,-0.160
16992,-0.315,-0.155
16993,-0.350,-0.175
16994,-0.400,-0.215
16995,-0.480,-0.245
16996,-0.565,-0.275
16997,-0.645,-0.260
16998,-0.690,-0.265
16999,-0.740,-0.270
17000,-0.795,-0.280
17001,-0.850,-0.305
17002,-0.905,-0.330
17003,-0.925,-0.355
17004,-0.930,-0.405
17005,-0.920,-0.450
17006,-0.945,-0.490
17007,-0.945,-0.530
17008,-0.960,-0.530
17009,-0.960,-0.530
17010,-0.960,-0.550
17011,-0.960,-0.585
17012,-0.965,-0.620
17013,-0.955,-0.655
17014,-0.945,-0.690
17015,-0.900,-0.705
17016,-0.875,-0.730
17017,-0.835,-0.770
17018,-0.780,-0.795
17019,-0.730,-0.810
17020,-0.700,-0.805
17021,-0.665,-0.760
17022,-0.615,-0.725
17023,-0.565,-0.685
17024,-0.530,-0.650
17025,-0.490,-0.610
17026,-0.455,-0.565
17027,-0.400,-0.510
17028,-0.355,-0.450
17029,-0.320,-0.420
17030,-0.305,-0.390
17031,-0.315,-0.365
17032,-0.310,-0.335
17033,-0.295,-0.300
17034,-0.270,-0.285
17035,-0.270,-0.275
17036,-0.250,-0.265
17037,-0.255,-0.245
17038,-0.250,-0.230
17039,-0.245,-0.210
17040,-0.235,-0.190
17041,-0.215,-0.185
17042,-0.195,-0.180
17043,-0.195,-0.175
17044,-0.200,-0.160
17045,-0.180,-0.135
17046,-0.180,-0.120
17047,-0.165,-0.105
17048,-0.140,-0.085
17049,-0.140,-0.065
17050,-0.145,-0.045
17051,-0.130,-0.025
17052,-0.145,0.000
17053,-0.130,-0.010
17054,-0.120,0.005
17055,-0.125,-0.010
17056,-0.125,0.000
17057,-0.115,0.005
17058,-0.105,0.015
17059,-0.100,0.015
17060,-0.110,0.000
17061,-0.120,0.010
17062,-0.135,0.000
17063,-0.120,0.015
17064,-0.105,0.040
17065,-0.110,0.025
17066,-0.105,0.015
17067,-0.100,0.000
17068,-0.095,0.005
17069,-0.095,0.020
17070,-0.090,0.045
17071,-0.090,0.030
17072,-0.095,0.025
17073,-0.090,0.035
17074,-0.095,0.030
17075,-0.080,0.055
17076,-0.075,0.065
17077,-0.065,0.070
17078,-0.070,0.080
17079,-0.060,0.070
17080,-0.080,0.075
17081,-0.070,0.085
17082,-0.065,0.085
17083,-0.055,0.090
17084,-0.070,0.080
17085,-0.060,0.090
17086,-0.060,0.090
17087,-0.050,0.115
17088,-0.035,0.110
17089,-0.030,0.105
17090,-0.035,0.105
17091,-0.040,0.110
17092,-0.045,0.120
17093,-0.035,0.135
17094,-0.030,0.135
17095,-0.020,0.145
17096,-0.015,0.140
17097,-0.010,0.130
17098,0.000,0.140
17099,0.005,0.160
17100,0.010,0.170
17101,0.020,0.175
17102,0.020,0.180
17103,0.015,0.170
17104,0.000,0.180
17105,0.025,0.195
17106,0.025,0.210
17107,0.030,0.225
17108,0.015,0.225
17109,0.015,0.210
17110,0.010,0.225
17111,0.035,0.250
17112,0.045,0.260
17113,0.055,0.260
17114,0.060,0.240
17115,0.050,0.245
17116,0.050,0.245
17117,0.075,0.235
17118,0.090,0.250
17119,0.095,0.255
17120,0.080,0.255
17121,0.065,0.255
17122,0.055,0.255
17123,0.050,0.260
17124,0.070,0.280
17125,0.065,0.260
17126,0.060,0.255
17127,0.045,0.245
17128,0.035,0.245
17129,0.045,0.260
17130,0.045,0.265
17131,0.055,0.260
17132,0.035,0.245
17133,0.015,0.240
17134,0.000,0.245
17135,0.000,0.230
17136,0.010,0.240
17137,0.000,0.220
17138,-0.010,0.200
17139,-0.025,0.205
17140,-0.030,0.190
17141,-0.030,0.180
17142,-0.025,0.195
17143,-0.035,0.185
17144,-0.045,0.170
17145,-0.065,0.145
17146,-0.080,0.135
17147,-0.085,0.135
17148,-0.085,0.140
17149,-0.085,0.145
17150,-0.105,0.130
17151,-0.110,0.105
17152,-0.115,0.100
17153,-0.115,0.090
17154,-0.110,0.100
17155,-0.120,0.095
17156,-0.115,0.070
17157,-0.130,0.060
17158,-0.140,0.060
17159,-0.145,0.070
17160,-0.140,0.065
17161,-0.125,0.050
17162,-0.120,0.030
17163,-0.130,0.020
17164,-0.150,0.020
17165,-0.150,0.025
17166,-0.150,0.040
17167,-0.145,0.035
17168,-0.140,0.015
17169,-0.155,-0.010
17170,-0.165,0.010
17171,-0.165,0.015
17172,-0.155,0.025
17173,-0.155,0.015
17174,-0.160,0.000
17175,-0.185,-0.005
17176,-0.185,-0.005
17177,-0.180,0.010
17178,-0.165,0.005
17179,-0.165,0.005
17180,-0.175,-0.010
17181,-0.185,-0.030
17182,-0.205,-0.010
17183,-0.195,0.000
17184,-0.200,0.005
17185,-0.185,0.005
17186,-0.185,-0.015
17187,-0.190,-0.015
17188,-0.200,-0.040
17189,-0.195,-0.015
17190,-0.185,0.000
17191,-0.175,-0.015
17192,-0.180,-0.015
17193,-0.185,-0.025
17194,-0.200,-0.030
17195,-0.190,-0.025
17196,-0.185,-0.015
17197,-0.195,-0.030
17198,-0.195,-0.040
17199,-0.205,-0.040
17200,-0.225,-0.040
17201,-0.205,-0.045
17202,-0.190,-0.035
17203,-0.200,-0.040
17204,-0.210,-0.030
17205,-0.215,-0.050
17206,-0.225,-0.055
17207,-0.225,-0.045
17208,-0.210,-0.020
17209,-0.225,-0.035
17210,-0.225,-0.050
17211,-0.225,-0.055
17212,-0.240,-0.065
17213,-0.225,-0.050
17214,-0.230,-0.035
17215,-0.225,-0.055
17216,-0.240,-0.075
17217,-0.240,-0.090
17218,-0.245,-0.090
17219,-0.215,-0.070
17220,-0.210,-0.055
17221,-0.205,-0.050
17222,-0.205,-0.080
17223,-0.220,-0.095
17224,-0.225,-0.100
17225,-0.205,-0.070
17226,-0.205,-0.075
17227,-0.200,-0.085
17228,-0.205,-0.095
17229,-0.230,-0.100
17230,-0.240,-0.095
17231,-0.240,-0.085
17232,-0.230,-0.080
17233,-0.235,-0.080
17234,-0.230,-0.085
17235,-0.235,-0.110
17236,-0.250,-0.095
17237,-0.235,-0.080
17238,-0.230,-0.080
17239,-0.220,-0.105
17240,-0.225,-0.100
17241,-0.230,-0.085
17242,-0.240,-0.075
17243,-0.225,-0.075
17244,-0.220,-0.075
17245,-0.230,-0.095
17246,-0.230,-0.115
17247,-0.235,-0.125
17248,-0.245,-0.110
17249,-0.225,-0.100
17250,-0.215,-0.105
17251,-0.220,-0.110
17252,-0.225,-0.110
17253,-0.240,-0.110
17254,-0.245,-0.115
17255,-0.230,-0.110
17256,-0.225,-0.105
17257,-0.215,-0.110
17258,-0.210,-0.120
17259,-0.210,-0.125
17260,-0.210,-0.120
17261,-0.205,-0.110
17262,-0.185,-0.095
17263,-0.180,-0.100
17264,-0.190,-0.100
17265,-0.180,-0.105
17266,-0.170,-0.095
17267,-0.140,-0.075
17268,-0.095,-0.060
17269,0.030,-0.045
17270,0.365,-0.005
17271,0.775,0.215
17272,0.765,0.585
17273,0.405,0.680
17274,0.105,0.450
17275,0.030,0.205
17276,0.060,0.105
17277,0.065,0.090
17278,0.035,0.070
17279,0.000,0.065
17280,-0.005,0.050
17281,-0.010,0.035
17282,-0.020,0.025
17283,-0.025,0.020
17284,-0.040,0.000
17285,-0.030,-0.015
17286,-0.030,-0.035
17287,-0.040,-0.060
17288,-0.050,-0.085
17289,-0.080,-0.125
17290,-0.095,-0.140
17291,-0.110,-0.140
17292,-0.110,-0.140
17293,-0.125,-0.150
17294,-0.170,-0.170
17295,-0.195,-0.200
17296,-0.250,-0.210
17297,-0.280,-0.220
17298,-0.300,-0.230
17299,-0.340,-0.235
17300,-0.390,-0.265
17301,-0.480,-0.295
17302,-0.570,-0.295
17303,-0.625,-0.300
17304,-0.670,-0.320
17305,-0.705,-0.320
17306,-0.755,-0.350
17307,-0.795,-0.370
17308,-0.840,-0.375
17309,-0.865,-0.395
17310,-0.870,-0.415
17311,-0.865,-0.455
17312,-0.875,-0.515
17313,-0.890,-0.555
17314,-0.915,-0.575
17315,-0.905,-0.585
17316,-0.890,-0.600
17317,-0.890,-0.630
17318,-0.895,-0.670
17319,-0.895,-0.695
17320,-0.890,-0.710
17321,-0.870,-0.730
17322,-0.830,-0.755
17323,-0.790,-0.795
17324,-0.750,-0.830
17325,-0.710,-0.865
17326,-0.670,-0.875
17327,-0.605,-0.850
17328,-0.555,-0.825
17329,-0.510,-0.800
17330,-0.475,-0.770
17331,-0.430,-0.730
17332,-0.395,-0.675
17333,-0.345,-0.615
17334,-0.310,-0.555
17335,-0.275,-0.520
17336,-0.255,-0.475
17337,-0.255,-0.445
17338,-0.255,-0.400
17339,-0.245,-0.375
17340,-0.225,-0.345
17341,-0.215,-0.340
17342,-0.200,-0.320
17343,-0.215,-0.325
17344,-0.210,-0.295
17345,-0.200,-0.265
17346,-0.190,-0.260
17347,-0.180,-0.245
17348,-0.175,-0.250
17349,-0.180,-0.235
17350,-0.180,-0.215
17351,-0.170,-0.195
17352,-0.145,-0.180
17353,-0.150,-0.155
17354,-0.125,-0.140
17355,-0.125,-0.135
17356,-0.120,-0.110
17357,-0.110,-0.075
17358,-0.095,-0.055
17359,-0.095,-0.040
17360,-0.100,-0.045
17361,-0.095,-0.055
17362,-0.095,-0.025
17363,-0.070,-0.020
17364,-0.055,-0.010
17365,-0.060,-0.015
17366,-0.065,-0.020
17367,-0.065,-0.025
17368,-0.075,-0.015
17369,-0.060,0.000
17370,-0.055,0.010
17371,-0.040,0.015
17372,-0.050,-0.010
17373,-0.050,-0.030
17374,-0.050,-0.020
17375,-0.030,-0.010
17376,-0.015,0.005
17377,-0.005,0.000
17378,0.005,0.000
17379,0.000,-0.005
17380,-0.005,0.000
17381,-0.005,0.010
17382,0.015,0.025
17383,0.015,0.015
17384,0.025,0.005
17385,0.015,0.000
17386,0.030,0.000
17387,0.045,0.015
17388,0.070,0.015
17389,0.085,0.005
17390,0.090,0.025
17391,0.075,0.015
17392,0.085,0.040
17393,0.100,0.060
17394,0.100,0.095
17395,0.090,0.075
17396,0.075,0.055
17397,0.060,0.055
17398,0.050,0.065
17399,0.060,0.075
17400,0.070,0.090
17401,0.090,0.080
17402,0.090,0.070
17403,0.090,0.080
17404,0.080,0.090
17405,0.095,0.095
17406,0.095,0.115
17407,0.090,0.110
17408,0.095,0.095
17409,0.085,0.090
17410,0.065,0.100
17411,0.075,0.125
17412,0.100,0.145
17413,0.115,0.135
17414,0.105,0.135
17415,0.105,0.130
17416,0.100,0.145
17417,0.105,0.160
17418,0.130,0.160
17419,0.135,0.175
17420,0.135,0.165
17421,0.130,0.175
17422,0.120,0.180
17423,0.130,0.185
17424,0.140,0.190
17425,0.145,0.200
17426,0.125,0.190
17427,0.115,0.180
17428,0.110,0.180
17429,0.115,0.195
17430,0.120,0.180
17431,0.105,0.170
17432,0.110,0.150
17433,0.095,0.140
17434,0.080,0.150
17435,0.080,0.145
17436,0.095,0.165
17437,0.080,0.155
17438,0.070,0.145
17439,0.070,0.115
17440,0.040,0.100
17441,0.045,0.110
17442,0.035,0.110
17443,0.035,0.090
17444,0.015,0.080
17445,0.010,0.045
17446,0.000,0.055
17447,0.000,0.050
17448,0.000,0.065
17449,-0.005,0.040
17450,-0.005,0.020
17451,-0.025,0.010
17452,-0.035,0.005
17453,-0.020,-0.005
17454,-0.030,-0.005
17455,-0.025,-0.010
17456,-0.025,-0.030
17457,-0.045,-0.045
17458,-0.045,-0.045
17459,-0.065,-0.060
17460,-0.060,-0.035
17461,-0.055,-0.055
17462,-0.065,-0.055
17463,-0.070,-0.070
17464,-0.085,-0.060
17465,-0.070,-0.055
17466,-0.075,-0.060
17467,-0.075,-0.050
17468,-0.080,-0.060
17469,-0.095,-0.080
17470,-0.110,-0.090
17471,-0.095,-0.090
17472,-0.085,-0.090
17473,-0.085,-0.100
17474,-0.100,-0.110
17475,-0.105,-0.095
17476,-0.120,-0.080
17477,-0.110,-0.085
17478,-0.105,-0.100
17479,-0.100,-0.105
17480,-0.110,-0.115
17481,-0.130,-0.130
17482,-0.125,-0.105
17483,-0.130,-0.100
17484,-0.130,-0.095
17485,-0.135,-0.110
17486,-0.145,-0.110
17487,-0.150,-0.120
17488,-0.155,-0.105
17489,-0.145,-0.105
17490,-0.125,-0.090
17491,-0.120,-0.100
17492,-0.130,-0.120
17493,-0.140,-0.125
17494,-0.150,-0.115
17495,-0.150,-0.105
17496,-0.145,-0.095
17497,-0.140,-0.115
17498,-0.155,-0.130
17499,-0.165,-0.140
17500,-0.165,-0.130
17501,-0.165,-0.115
17502,-0.165,-0.115
17503,-0.150,-0.120
17504,-0.155,-0.135
17505,-0.165,-0.140
17506,-0.185,-0.140
17507,-0.190,-0.125
17508,-0.180,-0.115
17509,-0.170,-0.105
17510,-0.185,-0.110
17511,-0.185,-0.125
17512,-0.195,-0.125
