'sample interval','V5','MLII'
19181,0.010,-0.130
19182,0.020,-0.155
19183,-0.005,-0.150
19184,0.015,-0.140
19185,0.035,-0.140
19186,0.040,-0.120
19187,0.050,-0.125
19188,0.040,-0.135
19189,0.020,-0.140
19190,0.025,-0.140
19191,0.045,-0.130
19192,0.050,-0.120
19193,0.065,-0.115
19194,0.070,-0.120
19195,0.060,-0.110
19196,0.060,-0.100
19197,0.080,-0.095
19198,0.105,-0.075
19199,0.105,-0.085
19200,0.100,-0.075
19201,0.090,-0.085
19202,0.100,-0.055
19203,0.115,-0.025
19204,0.135,-0.010
19205,0.150,0.005
19206,0.135,0.015
19207,0.140,0.020
19208,0.155,0.040
19209,0.150,0.065
19210,0.180,0.085
19211,0.190,0.085
19212,0.180,0.095
19213,0.165,0.115
19214,0.170,0.125
19215,0.195,0.140
19216,0.200,0.175
19217,0.200,0.185
19218,0.185,0.190
19219,0.180,0.190
19220,0.160,0.200
19221,0.165,0.205
19222,0.180,0.215
19223,0.170,0.195
19224,0.150,0.190
19225,0.115,0.185
19226,0.100,0.175
19227,0.085,0.160
19228,0.095,0.160
19229,0.085,0.140
19230,0.065,0.125
19231,0.040,0.105
19232,0.020,0.080
19233,0.020,0.100
19234,0.010,0.085
19235,0.015,0.080
19236,-0.010,0.055
19237,-0.025,0.045
19238,-0.035,0.050
19239,-0.040,0.040
19240,-0.035,0.050
19241,-0.045,0.040
19242,-0.040,0.025
19243,-0.070,0.010
19244,-0.070,0.015
19245,-0.070,0.025
19246,-0.050,0.035
19247,-0.060,0.015
19248,-0.065,0.005
19249,-0.085,-0.005
19250,-0.095,-0.005
19251,-0.085,0.000
19252,-0.070,0.020
19253,-0.065,0.010
19254,-0.080,-0.005
19255,-0.105,-0.015
19256,-0.105,-0.020
19257,-0.090,0.000
19258,-0.080,0.005
19259,-0.080,-0.015
19260,-0.085,-0.015
19261,-0.100,-0.020
19262,-0.105,-0.015
19263,-0.090,-0.005
19264,-0.070,-0.005
19265,-0.080,-0.020
19266,-0.090,-0.040
19267,-0.105,-0.055
19268,-0.105,-0.040
19269,-0.100,-0.025
19270,-0.085,-0.015
19271,-0.100,-0.025
19272,-0.100,-0.045
19273,-0.110,-0.065
19274,-0.125,-0.060
19275,-0.110,-0.040
19276,-0.090,-0.025
19277,-0.105,-0.045
19278,-0.130,-0.070
19279,-0.135,-0.075
19280,-0.130,-0.065
19281,-0.130,-0.055
19282,-0.105,-0.040
19283,-0.105,-0.045
19284,-0.115,-0.055
19285,-0.140,-0.055
19286,-0.135,-0.075
19287,-0.125,-0.050
19288,-0.100,-0.045
19289,-0.110,-0.055
19290,-0.125,-0.070
19291,-0.135,-0.065
19292,-0.125,-0.060
19293,-0.110,-0.045
19294,-0.100,-0.030
19295,-0.100,-0.035
19296,-0.115,-0.050
19297,-0.135,-0.060
19298,-0.125,-0.055
19299,-0.115,-0.035
19300,-0.115,-0.035
19301,-0.105,-0.030
19302,-0.125,-0.040
19303,-0.150,-0.055
19304,-0.140,-0.045
19305,-0.135,-0.040
19306,-0.110,-0.015
19307,-0.115,-0.030
19308,-0.130,-0.025
19309,-0.145,-0.050
19310,-0.140,-0.045
19311,-0.125,-0.030
19312,-0.105,-0.035
19313,-0.105,-0.040
19314,-0.120,-0.055
19315,-0.130,-0.055
19316,-0.130,-0.055
19317,-0.125,-0.035
19318,-0.115,-0.030
19319,-0.125,-0.040
19320,-0.135,-0.055
19321,-0.160,-0.075
19322,-0.165,-0.070
19323,-0.155,-0.055
19324,-0.130,-0.030
19325,-0.135,-0.050
19326,-0.145,-0.065
19327,-0.160,-0.075
19328,-0.160,-0.060
19329,-0.155,-0.050
19330,-0.145,-0.040
19331,-0.150,-0.055
19332,-0.160,-0.060
19333,-0.170,-0.070
19334,-0.190,-0.065
19335,-0.175,-0.045
19336,-0.155,-0.030
19337,-0.160,-0.055
19338,-0.165,-0.070
19339,-0.180,-0.075
19340,-0.190,-0.085
19341,-0.190,-0.060
19342,-0.160,-0.055
19343,-0.165,-0.060
19344,-0.170,-0.060
19345,-0.180,-0.075
19346,-0.185,-0.070
19347,-0.180,-0.070
19348,-0.160,-0.055
19349,-0.175,-0.065
19350,-0.185,-0.085
19351,-0.190,-0.080
19352,-0.195,-0.075
19353,-0.180,-0.065
19354,-0.175,-0.060
19355,-0.175,-0.070
19356,-0.185,-0.075
19357,-0.205,-0.085
19358,-0.210,-0.080
19359,-0.185,-0.065
19360,-0.175,-0.060
19361,-0.180,-0.080
19362,-0.180,-0.085
19363,-0.200,-0.085
19364,-0.210,-0.070
19365,-0.205,-0.060
19366,-0.175,-0.065
19367,-0.170,-0.070
19368,-0.170,-0.080
19369,-0.195,-0.090
19370,-0.195,-0.080
19371,-0.190,-0.065
19372,-0.170,-0.065
19373,-0.180,-0.075
19374,-0.185,-0.085
19375,-0.215,-0.090
19376,-0.210,-0.080
19377,-0.190,-0.065
19378,-0.175,-0.060
19379,-0.180,-0.075
19380,-0.190,-0.085
19381,-0.200,-0.085
19382,-0.200,-0.080
19383,-0.195,-0.065
19384,-0.175,-0.065
19385,-0.190,-0.070
19386,-0.180,-0.090
19387,-0.210,-0.090
19388,-0.200,-0.080
19389,-0.190,-0.075
19390,-0.175,-0.060
19391,-0.180,-0.060
19392,-0.170,-0.070
19393,-0.190,-0.090
19394,-0.190,-0.070
19395,-0.165,-0.060
19396,-0.135,-0.040
19397,-0.135,-0.045
19398,-0.140,-0.050
19399,-0.155,-0.055
19400,-0.145,-0.060
19401,-0.145,-0.020
19402,-0.125,-0.015
19403,-0.115,-0.015
19404,-0.125,-0.020
19405,-0.120,-0.025
19406,-0.125,-0.020
19407,-0.110,-0.005
19408,-0.105,-0.005
19409,-0.105,-0.020
19410,-0.135,-0.040
19411,-0.160,-0.065
19412,-0.165,-0.060
19413,-0.155,-0.040
19414,-0.155,-0.040
19415,-0.155,-0.030
19416,-0.170,-0.045
19417,-0.180,-0.045
19418,-0.180,-0.055
19419,-0.155,-0.035
19420,-0.150,-0.030
19421,-0.150,-0.020
19422,-0.160,-0.040
19423,-0.170,-0.045
19424,-0.170,-0.060
19425,-0.155,-0.060
19426,-0.130,-0.045
19427,-0.140,-0.050
19428,-0.165,-0.085
19429,-0.185,-0.075
19430,-0.200,-0.080
19431,-0.200,-0.055
19432,-0.200,-0.040
19433,-0.195,-0.050
19434,-0.200,-0.070
19435,-0.205,-0.080
19436,-0.215,-0.080
19437,-0.210,-0.060
19438,-0.200,-0.065
19439,-0.190,-0.055
19440,-0.190,-0.085
19441,-0.205,-0.090
19442,-0.210,-0.075
19443,-0.200,-0.050
19444,-0.195,-0.050
19445,-0.205,-0.070
19446,-0.205,-0.080
19447,-0.210,-0.085
19448,-0.220,-0.075
19449,-0.205,-0.060
19450,-0.195,-0.050
19451,-0.195,-0.065
19452,-0.200,-0.075
19453,-0.225,-0.060
19454,-0.225,-0.065
19455,-0.220,-0.055
19456,-0.190,-0.035
19457,-0.195,-0.040
19458,-0.215,-0.045
19459,-0.220,-0.040
19460,-0.215,-0.025
19461,-0.205,0.000
19462,-0.185,0.045
19463,-0.185,0.055
19464,-0.180,0.090
19465,-0.170,0.150
19466,-0.140,0.215
19467,-0.090,0.305
19468,-0.060,0.375
19469,-0.080,0.475
19470,-0.150,0.595
19471,-0.230,0.765
19472,-0.285,0.910
19473,-0.345,1.070
19474,-0.400,1.215
19475,-0.475,1.345
19476,-0.565,1.485
19477,-0.600,1.650
19478,-0.570,1.865
19479,-0.490,2.035
19480,-0.385,2.095
19481,-0.225,2.005
19482,-0.115,1.710
19483,-0.020,1.250
19484,-0.005,0.760
19485,-0.100,0.385
19486,-0.290,0.155
19487,-0.485,0.010
19488,-0.585,-0.085
19489,-0.600,-0.100
19490,-0.565,-0.075
19491,-0.475,-0.045
19492,-0.350,-0.055
19493,-0.240,-0.065
19494,-0.195,-0.085
19495,-0.200,-0.100
19496,-0.190,-0.120
19497,-0.170,-0.120
19498,-0.145,-0.120
19499,-0.140,-0.145
19500,-0.155,-0.160
19501,-0.155,-0.155
19502,-0.155,-0.150
19503,-0.145,-0.145
19504,-0.130,-0.155
19505,-0.125,-0.155
19506,-0.120,-0.175
19507,-0.135,-0.170
19508,-0.125,-0.170
19509,-0.115,-0.160
19510,-0.110,-0.135
19511,-0.110,-0.140
19512,-0.110,-0.180
19513,-0.130,-0.190
19514,-0.140,-0.175
19515,-0.130,-0.165
19516,-0.100,-0.150
19517,-0.090,-0.160
19518,-0.095,-0.170
19519,-0.110,-0.180
19520,-0.095,-0.175
19521,-0.095,-0.170
19522,-0.080,-0.185
19523,-0.070,-0.180
19524,-0.090,-0.190
19525,-0.105,-0.185
19526,-0.105,-0.185
19527,-0.095,-0.165
19528,-0.080,-0.155
19529,-0.075,-0.175
19530,-0.090,-0.195
19531,-0.100,-0.205
19532,-0.095,-0.185
19533,-0.085,-0.185
19534,-0.070,-0.185
19535,-0.065,-0.180
19536,-0.080,-0.205
19537,-0.090,-0.200
19538,-0.105,-0.190
19539,-0.100,-0.180
19540,-0.070,-0.190
19541,-0.075,-0.200
19542,-0.075,-0.210
19543,-0.110,-0.210
19544,-0.085,-0.200
19545,-0.065,-0.180
19546,-0.050,-0.180
19547,-0.040,-0.180
19548,-0.070,-0.205
19549,-0.075,-0.210
19550,-0.085,-0.210
19551,-0.070,-0.180
19552,-0.035,-0.175
19553,-0.040,-0.170
19554,-0.050,-0.180
19555,-0.050,-0.190
19556,-0.050,-0.185
19557,-0.020,-0.170
19558,-0.015,-0.160
19559,-0.005,-0.170
19560,-0.025,-0.175
19561,-0.030,-0.175
19562,-0.015,-0.170
19563,-0.005,-0.160
19564,0.010,-0.155
19565,0.005,-0.160
19566,0.020,-0.150
19567,-0.005,-0.160
19568,0.000,-0.125
19569,-0.005,-0.120
19570,0.030,-0.110
19571,0.030,-0.105
19572,0.025,-0.110
19573,0.015,-0.105
19574,0.030,-0.085
19575,0.050,-0.045
19576,0.065,-0.030
19577,0.075,-0.015
19578,0.060,-0.020
19579,0.065,-0.015
19580,0.050,0.010
19581,0.075,0.035
19582,0.100,0.055
19583,0.100,0.060
19584,0.085,0.075
19585,0.075,0.085
19586,0.080,0.115
19587,0.100,0.155
19588,0.120,0.175
19589,0.130,0.170
19590,0.120,0.170
19591,0.085,0.170
19592,0.075,0.185
19593,0.090,0.200
19594,0.105,0.215
19595,0.095,0.210
19596,0.075,0.190
19597,0.060,0.180
19598,0.035,0.175
19599,0.040,0.175
19600,0.050,0.170
19601,0.025,0.155
19602,0.005,0.130
19603,-0.030,0.120
19604,-0.020,0.105
19605,-0.020,0.110
19606,-0.020,0.105
19607,-0.035,0.090
19608,-0.055,0.065
19609,-0.075,0.050
19610,-0.080,0.055
19611,-0.075,0.065
19612,-0.075,0.060
19613,-0.075,0.045
19614,-0.090,0.020
19615,-0.110,0.015
19616,-0.110,0.020
19617,-0.105,0.030
19618,-0.085,0.040
19619,-0.090,0.040
19620,-0.095,0.020
19621,-0.125,0.015
19622,-0.135,0.030
19623,-0.115,0.035
19624,-0.100,0.040
19625,-0.095,0.050
19626,-0.110,0.025
19627,-0.125,0.025
19628,-0.140,0.025
19629,-0.120,0.020
19630,-0.110,0.025
19631,-0.100,0.015
19632,-0.120,0.000
19633,-0.130,-0.005
19634,-0.125,0.010
19635,-0.110,0.010
19636,-0.100,0.015
19637,-0.090,0.020
19638,-0.110,-0.015
19639,-0.120,-0.025
19640,-0.135,-0.010
19641,-0.115,0.005
19642,-0.110,0.015
19643,-0.100,-0.015
19644,-0.125,-0.030
19645,-0.125,-0.035
19646,-0.125,-0.020
19647,-0.115,-0.005
19648,-0.100,0.000
19649,-0.110,-0.010
19650,-0.140,-0.020
19651,-0.130,-0.020
19652,-0.125,-0.020
19653,-0.125,-0.005
19654,-0.110,0.000
19655,-0.110,-0.010
19656,-0.120,-0.025
19657,-0.125,-0.015
19658,-0.120,-0.010
19659,-0.105,0.005
19660,-0.105,0.005
19661,-0.115,0.005
19662,-0.125,-0.020
19663,-0.135,-0.025
19664,-0.130,-0.015
19665,-0.120,0.000
19666,-0.105,0.010
19667,-0.120,0.000
19668,-0.115,-0.010
19669,-0.135,0.000
19670,-0.130,-0.010
19671,-0.125,0.000
19672,-0.105,0.010
19673,-0.105,0.005
19674,-0.115,-0.005
19675,-0.135,-0.025
19676,-0.150,-0.015
19677,-0.145,0.000
19678,-0.125,0.020
19679,-0.125,0.005
19680,-0.125,-0.010
19681,-0.145,-0.020
19682,-0.140,-0.010
19683,-0.120,0.000
19684,-0.115,0.015
19685,-0.130,0.000
19686,-0.130,-0.015
19687,-0.160,-0.025
19688,-0.160,-0.025
19689,-0.160,-0.010
19690,-0.130,-0.005
19691,-0.140,-0.005
19692,-0.160,-0.025
19693,-0.160,-0.040
19694,-0.155,-0.030
19695,-0.155,-0.005
19696,-0.140,0.005
19697,-0.140,-0.005
19698,-0.140,-0.025
19699,-0.150,-0.025
19700,-0.170,-0.025
19701,-0.155,-0.020
19702,-0.145,-0.010
19703,-0.140,-0.020
19704,-0.145,-0.025
19705,-0.160,-0.040
19706,-0.160,-0.030
19707,-0.155,-0.020
19708,-0.145,-0.020
19709,-0.150,-0.035
19710,-0.150,-0.045
19711,-0.150,-0.050
19712,-0.165,-0.035
19713,-0.150,-0.030
19714,-0.150,-0.010
19715,-0.140,-0.025
19716,-0.165,-0.045
19717,-0.175,-0.055
19718,-0.170,-0.040
19719,-0.150,-0.025
19720,-0.135,-0.010
19721,-0.140,-0.025
19722,-0.155,-0.045
19723,-0.175,-0.050
19724,-0.165,-0.045
19725,-0.170,-0.030
19726,-0.150,-0.040
19727,-0.150,-0.035
19728,-0.150,-0.055
19729,-0.160,-0.055
19730,-0.170,-0.040
19731,-0.165,-0.030
19732,-0.145,-0.030
19733,-0.140,-0.040
19734,-0.155,-0.050
19735,-0.165,-0.050
19736,-0.175,-0.035
19737,-0.165,-0.025
19738,-0.150,-0.025
19739,-0.140,-0.040
19740,-0.155,-0.055
19741,-0.165,-0.050
19742,-0.160,-0.050
19743,-0.160,-0.025
19744,-0.145,-0.030
19745,-0.145,-0.025
19746,-0.150,-0.055
19747,-0.160,-0.045
19748,-0.160,-0.050
19749,-0.160,-0.040
19750,-0.130,-0.030
19751,-0.135,-0.035
19752,-0.140,-0.040
19753,-0.160,-0.065
19754,-0.160,-0.055
19755,-0.135,-0.045
19756,-0.140,-0.025
19757,-0.125,-0.030
19758,-0.130,-0.040
19759,-0.145,-0.040
19760,-0.125,-0.030
19761,-0.105,-0.015
19762,-0.080,0.000
19763,-0.070,0.000
19764,-0.090,0.000
19765,-0.100,-0.010
19766,-0.100,0.015
19767,-0.080,0.020
19768,-0.065,0.025
19769,-0.070,0.025
19770,-0.070,0.005
19771,-0.090,0.010
19772,-0.075,0.015
19773,-0.085,0.030
19774,-0.095,0.015
19775,-0.090,0.005
19776,-0.115,-0.010
19777,-0.140,-0.010
19778,-0.145,-0.005
19779,-0.135,0.010
19780,-0.120,0.010
19781,-0.115,-0.005
19782,-0.130,-0.005
19783,-0.135,-0.010
19784,-0.145,0.010
19785,-0.120,0.035
19786,-0.110,0.030
19787,-0.120,0.015
19788,-0.125,0.000
19789,-0.125,-0.025
19790,-0.115,-0.030
19791,-0.150,-0.030
19792,-0.135,-0.025
19793,-0.160,-0.020
19794,-0.175,-0.045
19795,-0.175,-0.050
19796,-0.165,-0.035
19797,-0.150,-0.030
19798,-0.145,-0.025
19799,-0.150,-0.025
19800,-0.165,-0.050
19801,-0.175,-0.045
19802,-0.180,-0.040
19803,-0.170,-0.035
19804,-0.160,-0.020
19805,-0.155,-0.030
19806,-0.180,-0.035
19807,-0.180,-0.040
19808,-0.180,-0.035
19809,-0.160,-0.010
19810,-0.150,-0.020
19811,-0.150,-0.020
19812,-0.170,-0.040
19813,-0.165,-0.035
19814,-0.185,-0.035
19815,-0.170,-0.020
19816,-0.150,-0.020
19817,-0.145,-0.010
19818,-0.155,-0.030
19819,-0.165,-0.020
19820,-0.170,-0.015
19821,-0.150,-0.015
19822,-0.135,-0.005
19823,-0.135,0.000
19824,-0.160,-0.010
19825,-0.155,0.015
19826,-0.145,0.040
19827,-0.150,0.090
19828,-0.125,0.130
19829,-0.100,0.165
19830,-0.120,0.215
19831,-0.085,0.260
19832,-0.065,0.340
19833,-0.060,0.415
19834,-0.095,0.530
19835,-0.185,0.675
19836,-0.260,0.840
19837,-0.330,0.995
19838,-0.385,1.160
19839,-0.445,1.325
19840,-0.530,1.490
19841,-0.605,1.650
19842,-0.620,1.855
19843,-0.590,2.050
19844,-0.495,2.200
19845,-0.370,2.225
19846,-0.210,2.075
19847,-0.085,1.745
19848,-0.025,1.285
19849,-0.020,0.835
19850,-0.135,0.475
19851,-0.315,0.230
19852,-0.455,0.075
19853,-0.540,-0.005
19854,-0.560,-0.040
19855,-0.535,-0.030
19856,-0.470,-0.020
19857,-0.340,-0.010
19858,-0.225,-0.020
19859,-0.155,-0.030
19860,-0.150,-0.055
19861,-0.140,-0.080
19862,-0.140,-0.095
19863,-0.130,-0.095
19864,-0.095,-0.100
19865,-0.100,-0.105
19866,-0.125,-0.135
19867,-0.120,-0.130
19868,-0.105,-0.125
19869,-0.080,-0.125
19870,-0.060,-0.110
19871,-0.060,-0.115
19872,-0.075,-0.135
19873,-0.070,-0.155
19874,-0.085,-0.145
19875,-0.060,-0.145
19876,-0.045,-0.135
19877,-0.040,-0.145
19878,-0.040,-0.160
19879,-0.060,-0.160
19880,-0.060,-0.160
19881,-0.045,-0.145
19882,-0.040,-0.140
19883,-0.030,-0.160
19884,-0.045,-0.165
19885,-0.055,-0.175
19886,-0.050,-0.170
19887,-0.040,-0.155
19888,-0.030,-0.150
19889,-0.030,-0.175
19890,-0.035,-0.185
19891,-0.040,-0.195
19892,-0.035,-0.195
19893,-0.040,-0.165
19894,-0.015,-0.180
19895,-0.015,-0.180
19896,-0.030,-0.190
19897,-0.025,-0.195
19898,-0.030,-0.190
19899,-0.015,-0.170
19900,0.010,-0.170
19901,0.000,-0.185
19902,-0.010,-0.200
19903,-0.010,-0.190
19904,-0.015,-0.175
19905,0.000,-0.165
19906,0.015,-0.175
19907,0.025,-0.185
19908,0.005,-0.185
19909,-0.015,-0.195
19910,0.000,-0.170
19911,0.005,-0.155
19912,0.030,-0.145
19913,0.035,-0.170
19914,0.020,-0.185
19915,0.020,-0.195
19916,0.015,-0.190
19917,0.035,-0.150
19918,0.060,-0.150
19919,0.050,-0.165
19920,0.035,-0.170
19921,0.035,-0.185
19922,0.030,-0.170
19923,0.055,-0.160
19924,0.075,-0.150
19925,0.075,-0.150
19926,0.060,-0.160
19927,0.075,-0.155
19928,0.075,-0.145
19929,0.095,-0.135
19930,0.115,-0.115
19931,0.115,-0.120
19932,0.095,-0.135
19933,0.110,-0.120
19934,0.110,-0.110
19935,0.115,-0.085
19936,0.145,-0.070
19937,0.150,-0.060
19938,0.140,-0.055
19939,0.135,-0.065
19940,0.140,-0.030
19941,0.160,-0.015
19942,0.170,0.010
19943,0.165,0.005
19944,0.175,0.010
19945,0.165,0.025
19946,0.175,0.060
19947,0.185,0.100
19948,0.215,0.105
19949,0.210,0.115
19950,0.215,0.115
19951,0.195,0.130
19952,0.190,0.160
19953,0.205,0.185
19954,0.225,0.205
19955,0.225,0.200
19956,0.200,0.200
19957,0.185,0.200
19958,0.185,0.210
19959,0.180,0.215
19960,0.195,0.215
19961,0.180,0.195
19962,0.160,0.200
19963,0.135,0.185
19964,0.125,0.185
19965,0.130,0.190
19966,0.125,0.190
19967,0.100,0.160
19968,0.065,0.140
19969,0.065,0.120
19970,0.050,0.125
19971,0.055,0.125
19972,0.065,0.120
19973,0.045,0.095
19974,0.030,0.080
19975,-0.010,0.055
19976,-0.005,0.060
19977,0.000,0.065
19978,0.005,0.055
19979,-0.005,0.035
19980,-0.025,0.025
19981,-0.030,0.025
19982,-0.045,0.020
19983,-0.035,0.045
19984,-0.020,0.030
19985,-0.030,0.025
19986,-0.035,0.010
19987,-0.050,-0.005
19988,-0.055,0.010
19989,-0.040,0.020
19990,-0.020,0.030
19991,-0.040,0.020
19992,-0.045,0.005
19993,-0.065,-0.005
19994,-0.065,0.005
19995,-0.050,0.010
19996,-0.040,0.020
19997,-0.040,0.010
19998,-0.055,-0.015
19999,-0.070,-0.005
20000,-0.080,0.005
20001,-0.050,0.015
20002,-0.035,0.005
20003,-0.055,0.000
20004,-0.060,-0.020
20005,-0.065,-0.010
20006,-0.075,-0.015
20007,-0.065,-0.015
20008,-0.050,0.000
20009,-0.045,0.000
20010,-0.065,-0.035
20011,-0.080,-0.040
20012,-0.075,-0.025
20013,-0.070,-0.010
20014,-0.065,-0.015
20015,-0.065,-0.030
20016,-0.065,-0.030
20017,-0.080,-0.045
20018,-0.065,-0.020
20019,-0.060,-0.015
20020,-0.040,-0.025
20021,-0.075,-0.020
20022,-0.085,-0.045
20023,-0.090,-0.050
20024,-0.080,-0.035
20025,-0.070,-0.025
20026,-0.050,-0.025
20027,-0.055,-0.025
20028,-0.075,-0.035
20029,-0.085,-0.045
20030,-0.080,-0.025
20031,-0.065,-0.025
20032,-0.055,-0.015
20033,-0.055,-0.015
20034,-0.065,-0.040
20035,-0.065,-0.030
20036,-0.065,-0.030
20037,-0.060,-0.005
20038,-0.045,-0.005
20039,-0.040,-0.015
20040,-0.060,-0.030
20041,-0.080,-0.025
20042,-0.080,-0.025
20043,-0.055,-0.005
20044,-0.035,0.000
20045,-0.040,-0.010
20046,-0.060,-0.015
20047,-0.075,-0.015
20048,-0.070,-0.010
20049,-0.065,0.005
20050,-0.055,0.000
20051,-0.045,0.000
20052,-0.060,-0.005
20053,-0.075,-0.015
20054,-0.070,-0.010
20055,-0.075,0.015
20056,-0.055,0.000
20057,-0.050,0.005
20058,-0.070,-0.010
20059,-0.075,-0.020
20060,-0.070,0.000
20061,-0.065,0.000
20062,-0.045,0.015
20063,-0.055,0.005
20064,-0.065,-0.010
20065,-0.075,-0.015
20066,-0.080,0.000
20067,-0.075,0.005
20068,-0.070,0.010
20069,-0.075,-0.005
20070,-0.070,-0.010
20071,-0.090,-0.015
20072,-0.095,-0.005
20073,-0.090,0.010
20074,-0.075,0.005
20075,-0.080,-0.005
20076,-0.110,-0.010
20077,-0.105,-0.020
20078,-0.110,-0.015
20079,-0.095,0.000
20080,-0.085,-0.005
20081,-0.100,-0.010
20082,-0.115,-0.025
20083,-0.115,-0.025
20084,-0.115,-0.020
20085,-0.105,-0.010
20086,-0.095,-0.015
20087,-0.100,-0.025
20088,-0.105,-0.040
20089,-0.120,-0.035
20090,-0.125,-0.025
20091,-0.110,-0.005
20092,-0.090,-0.005
20093,-0.095,-0.020
20094,-0.105,-0.040
20095,-0.125,-0.030
20096,-0.130,-0.025
20097,-0.110,-0.025
20098,-0.085,-0.025
20099,-0.105,-0.015
20100,-0.115,-0.040
20101,-0.130,-0.040
20102,-0.145,-0.030
20103,-0.120,-0.025
20104,-0.110,-0.025
20105,-0.110,-0.040
20106,-0.130,-0.045
20107,-0.130,-0.040
20108,-0.160,-0.030
20109,-0.140,-0.020
20110,-0.125,-0.015
20111,-0.120,-0.025
20112,-0.125,-0.050
20113,-0.135,-0.050
20114,-0.145,-0.030
20115,-0.115,-0.020
20116,-0.100,-0.020
20117,-0.100,-0.025
20118,-0.110,-0.040
20119,-0.125,-0.040
20120,-0.125,-0.035
20121,-0.115,-0.015
20122,-0.095,-0.015
20123,-0.110,-0.035
20124,-0.120,-0.040
20125,-0.135,-0.045
20126,-0.130,-0.035
20127,-0.120,-0.010
20128,-0.100,-0.015
20129,-0.120,-0.025
20130,-0.115,-0.045
20131,-0.130,-0.035
20132,-0.135,-0.035
20133,-0.120,-0.020
20134,-0.115,-0.015
20135,-0.120,-0.020
20136,-0.125,-0.030
20137,-0.130,-0.035
20138,-0.130,-0.015
20139,-0.120,-0.010
20140,-0.095,-0.010
20141,-0.110,-0.025
20142,-0.115,-0.030
20143,-0.125,-0.030
20144,-0.145,-0.020
20145,-0.120,0.000
20146,-0.105,-0.005
20147,-0.115,-0.015
20148,-0.110,-0.030
20149,-0.125,-0.030
20150,-0.115,-0.015
20151,-0.105,-0.005
20152,-0.110,0.005
20153,-0.085,0.000
20154,-0.100,-0.005
20155,-0.115,-0.025
20156,-0.100,-0.005
20157,-0.060,0.015
20158,-0.045,0.030
20159,-0.050,0.020
20160,-0.070,0.015
20161,-0.065,0.030
20162,-0.070,0.040
20163,-0.050,0.050
20164,-0.035,0.055
20165,-0.055,0.040
20166,-0.040,0.020
20167,-0.060,0.040
20168,-0.055,0.040
20169,-0.045,0.055
20170,-0.030,0.060
20171,-0.040,0.055
20172,-0.055,0.025
20173,-0.070,0.005
20174,-0.080,0.005
20175,-0.080,0.025
20176,-0.070,0.025
20177,-0.080,0.020
20178,-0.100,0.010
20179,-0.105,0.005
20180,-0.100,0.020
20181,-0.095,0.030
20182,-0.070,0.035
20183,-0.080,0.030
20184,-0.085,0.030
20185,-0.095,0.030
20186,-0.095,0.045
20187,-0.065,0.050
20188,-0.060,0.040
20189,-0.060,0.015
20190,-0.065,0.005
20191,-0.085,-0.015
20192,-0.120,-0.015
20193,-0.120,-0.005
20194,-0.110,0.005
20195,-0.120,-0.005
20196,-0.125,-0.015
20197,-0.140,-0.015
20198,-0.135,-0.025
20199,-0.120,-0.005
20200,-0.115,-0.005
20201,-0.120,-0.010
20202,-0.135,-0.010
20203,-0.145,-0.015
20204,-0.135,0.005
20205,-0.120,0.005
20206,-0.115,0.005
20207,-0.115,-0.010
20208,-0.130,-0.020
20209,-0.145,-0.015
20210,-0.145,-0.010
20211,-0.140,0.000
20212,-0.115,0.000
20213,-0.135,0.005
20214,-0.140,-0.010
20215,-0.145,-0.010
20216,-0.140,-0.005
20217,-0.140,0.020
20218,-0.140,0.000
20219,-0.125,0.000
20220,-0.145,0.000
20221,-0.150,0.000
20222,-0.135,0.015
20223,-0.125,0.025
20224,-0.100,0.040
20225,-0.105,0.035
20226,-0.120,0.055
20227,-0.120,0.075
20228,-0.115,0.110
20229,-0.100,0.180
20230,-0.070,0.210
20231,-0.055,0.265
20232,-0.040,0.290
20233,-0.040,0.350
20234,-0.040,0.445
20235,-0.085,0.570
20236,-0.135,0.710
20237,-0.210,0.865
20238,-0.270,0.990
20239,-0.335,1.125
20240,-0.405,1.285
20241,-0.470,1.440
20242,-0.525,1.600
20243,-0.530,1.795
20244,-0.510,1.980
20245,-0.425,2.100
20246,-0.305,2.110
20247,-0.155,1.975
20248,-0.010,1.665
20249,0.060,1.170
20250,0.055,0.700
20251,-0.060,0.350
20252,-0.275,0.140
20253,-0.440,0.040
20254,-0.520,-0.010
20255,-0.530,-0.020
20256,-0.505,-0.010
20257,-0.455,0.000
20258,-0.370,-0.005
20259,-0.245,-0.005
20260,-0.150,-0.010
20261,-0.125,-0.025
20262,-0.120,-0.045
20263,-0.130,-0.065
20264,-0.120,-0.070
20265,-0.095,-0.070
20266,-0.070,-0.070
20267,-0.070,-0.085
20268,-0.090,-0.105
20269,-0.090,-0.110
20270,-0.080,-0.090
20271,-0.060,-0.090
20272,-0.050,-0.095
20273,-0.055,-0.100
20274,-0.045,-0.110
20275,-0.040,-0.125
20276,-0.040,-0.115
20277,-0.035,-0.100
20278,-0.020,-0.085
20279,-0.020,-0.100
20280,-0.035,-0.115
20281,-0.045,-0.115
20282,-0.030,-0.110
20283,-0.025,-0.090
20284,-0.005,-0.100
20285,-0.010,-0.110
20286,-0.025,-0.135
20287,-0.050,-0.125
20288,-0.040,-0.125
20289,-0.040,-0.110
20290,-0.020,-0.110
20291,-0.035,-0.115
20292,-0.050,-0.125
20293,-0.045,-0.140
20294,-0.045,-0.120
20295,-0.030,-0.120
20296,-0.015,-0.130
